"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Теплопроизводительность: N[3.2];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.49];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.621];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[795x294x250];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[827x316x356];  (Внутренний блок) Масса (нетто / брутто): S[ / 13];  (Внутренний блок) Уровень шума мин. / макс.: S[22 / 41];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[792x600x299];  (Наружный блок) Упаковка (Ш ? Г ? В): S[924x650x400];  (Наружный блок) Масса (нетто / брутто): S[37 / 40];  (Наружный блок) Максимальный уровень шума: N[47];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -10 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -20 до +24]"
"Производитель: E[Hitachi];  Тип: S[Внутренние блоки мульти сплит-систем];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[2];  (Сплит система) Теплопроизводительность: N[2.5];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[780x280x230];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[820x279x330];  (Внутренний блок) Масса (нетто / брутто): S[ / 11];  (Внутренний блок) Уровень шума мин. / макс.: S[19 / 38];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Внутренние блоки мульти сплит-систем];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Теплопроизводительность: N[3.4];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[780x280x230];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[820x279x330];  (Внутренний блок) Масса (нетто / брутто): S[ / 11];  (Внутренний блок) Уровень шума мин. / макс.: S[20 / 41];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Внутренние блоки мульти сплит-систем];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[3.5];  (Сплит система) Теплопроизводительность: N[4.2];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[780x280x230];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[820x279x330];  (Внутренний блок) Масса (нетто / брутто): S[ / 11];  (Внутренний блок) Уровень шума мин. / макс.: S[25 / 43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Внутренние блоки мульти сплит-систем];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[4.2];  (Сплит система) Теплопроизводительность: N[5.4];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[780x280x230];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[820x279x330];  (Внутренний блок) Масса (нетто / брутто): S[ / 11];  (Внутренний блок) Уровень шума мин. / макс.: S[25 / 46];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Внутренние блоки мульти сплит-систем];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[5];  (Сплит система) Теплопроизводительность: N[6];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[780x280x230];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[820x279x330];  (Внутренний блок) Масса (нетто / брутто): S[ / 11];  (Внутренний блок) Уровень шума мин. / макс.: S[25 / 46];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Внутренние блоки мульти сплит-систем];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[2];  (Сплит система) Теплопроизводительность: N[2.5];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[780x280x215];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[820x259x330];  (Внутренний блок) Масса (нетто / брутто): S[ / 8.7];  (Внутренний блок) Уровень шума мин. / макс.: S[19 / 38];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Внутренние блоки мульти сплит-систем];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Теплопроизводительность: N[3.4];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[780x280x215];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[820x259x330];  (Внутренний блок) Масса (нетто / брутто): S[ / 8.7];  (Внутренний блок) Уровень шума мин. / макс.: S[20 / 41];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Внутренние блоки мульти сплит-систем];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[3.5];  (Сплит система) Теплопроизводительность: N[4.2];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[780x280x215];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[820x259x330];  (Внутренний блок) Масса (нетто / брутто): S[ / 8.7];  (Внутренний блок) Уровень шума мин. / макс.: S[25 / 43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Внутренние блоки мульти сплит-систем];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[5];  (Сплит система) Теплопроизводительность: N[6];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[780x280x215];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[820x259x330];  (Внутренний блок) Масса (нетто / брутто): S[ / 9.2];  (Внутренний блок) Уровень шума мин. / макс.: S[25 / 47];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A ];  (Рабочий ток) Количество хладагента: N[1.08];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[];  (Внутренний блок) Масса (нетто / брутто): S[11
 / ];  (Внутренний блок) Уровень шума мин. / макс.: S[ / 40];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[46
];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[6.35 / 9.52
];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A ];  (Рабочий ток) Количество хладагента: N[1.17];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[];  (Внутренний блок) Масса (нетто / брутто): S[11
 / ];  (Внутренний блок) Уровень шума мин. / макс.: S[ / 42];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[47
];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[6.35 / 9.52
];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A ];  (Рабочий ток) Количество хладагента: N[1.35];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[];  (Внутренний блок) Масса (нетто / брутто): S[11
 / ];  (Внутренний блок) Уровень шума мин. / макс.: S[ / 47];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[51
];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[6.35 / 12.7
];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A ];  (Рабочий ток) Количество хладагента: N[0.95];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[];  (Внутренний блок) Масса (нетто / брутто): S[7.5
 / ];  (Внутренний блок) Уровень шума мин. / макс.: S[ / 37];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[45
];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[6.35 / 9.52
];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A ];  (Рабочий ток) Количество хладагента: N[0.95];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[];  (Внутренний блок) Масса (нетто / брутто): S[7.5
 / ];  (Внутренний блок) Уровень шума мин. / макс.: S[ / 40];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[47
];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[6.35 / 9.52
];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A ];  (Рабочий ток) Количество хладагента: N[1.05];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[];  (Внутренний блок) Масса (нетто / брутто): S[10
 / ];  (Внутренний блок) Уровень шума мин. / макс.: S[ / 43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[49
];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[6.35 / 9.52
];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A ];  (Рабочий ток) Количество хладагента: N[1.25];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[];  (Внутренний блок) Масса (нетто / брутто): S[10
 / ];  (Внутренний блок) Уровень шума мин. / макс.: S[ / 46];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[50
];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[6.35 / 12.7
];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A ];  (Рабочий ток) Количество хладагента: N[1.35];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[];  (Внутренний блок) Масса (нетто / брутто): S[12
 / ];  (Внутренний блок) Уровень шума мин. / макс.: S[ / 40];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[46
];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[6.35 / 12.7
];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
"Производитель: E[Hitachi];  Тип: S[Бытовые сплит-системы];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A ];  (Рабочий ток) Количество хладагента: N[1.35];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш ? Г ? В): S[];  (Внутренний блок) Упаковка (Ш ? Г ? В): S[];  (Внутренний блок) Масса (нетто / брутто): S[12
 / ];  (Внутренний блок) Уровень шума мин. / макс.: S[ / 42];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш ? Г ? В): S[];  (Наружный блок) Упаковка (Ш ? Г ? В): S[];  (Наружный блок) Масса (нетто / брутто): S[ / ];  (Наружный блок) Максимальный уровень шума: N[48
];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[6.35 / 12.7
];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[от  до +];  (Допустимая темп. наружного воздуха) Обогрев: S[от  до +]"
