"Производитель: E[Hitachi];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[2.37];  (Потребляемая мощность) Охлаждение: N[0.545];  (Рабочий ток) Обогрев: S[3.04];  (Потребляемая мощность) Обогрев: S[0.7];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[1.08];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[900 x 295 x 210];  (Внутренний блок) Упаковка (Ш x Г x В): S[954 x 290 x 360];  (Внутренний блок) Масса (нетто / брутто): S[11/13.5];  (Внутренний блок) Уровень шума мин. / макс.: S[];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[750 x 548 x 288];  (Наружный блок) Упаковка (Ш x Г x В): S[871 x 591 x 377];  (Наружный блок) Масса (нетто / брутто): S[34 / 37.5];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -15 до +21];  (Допустимая темп. наружного воздуха) Обогрев: S[от -10 до +43]"
"Производитель: E[ROYAL Clima];  Тип: S[Канальные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[10.55];  (Сплит система) Теплопроизводительность: N[11.72];  (Сплит система) Площадь помещения: N[106];  (Рабочий ток) Охлаждение: S[5.9];  (Потребляемая мощность) Охлаждение: N[3.505];  (Рабочий ток) Обогрев: S[5.7];  (Потребляемая мощность) Обогрев: S[3435];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[2850];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1100 x 249 x 774];  (Внутренний блок) Упаковка (Ш x Г x В): S[1305 x 305 x 805];  (Внутренний блок) Масса (нетто / брутто): S[34 / 39.5];  (Внутренний блок) Уровень шума мин. / макс.: S[38/40.5/47];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[946 x 810 x 410];  (Наружный блок) Упаковка (Ш x Г x В): S[1090 x 875 x 500];  (Наружный блок) Масса (нетто / брутто): S[72.7 / 77.1];  (Наружный блок) Максимальный уровень шума: N[63];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -25 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Канальные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[14.07];  (Сплит система) Теплопроизводительность: N[16.12];  (Сплит система) Площадь помещения: N[141];  (Рабочий ток) Охлаждение: S[9.2];  (Потребляемая мощность) Охлаждение: N[5.35];  (Рабочий ток) Обогрев: S[8.3];  (Потребляемая мощность) Обогрев: S[4815];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[3300];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1200 x 300 x 874];  (Внутренний блок) Упаковка (Ш x Г x В): S[1405 x 355 x 915];  (Внутренний блок) Масса (нетто / брутто): S[46.1 / 53.3];  (Внутренний блок) Уровень шума мин. / макс.: S[42/45/48];  (Наружный блок) Марка компрессора: S[Panasonic];  (Наружный блок) Размеры (Ш x Г x В): S[900 x 1170 x 350];  (Наружный блок) Упаковка (Ш x Г x В): S[1032 x 1307 x 443];  (Наружный блок) Масса (нетто / брутто): S[98.6 / 109.3];  (Наружный блок) Максимальный уровень шума: N[63];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -25 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Канальные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[16.12];  (Сплит система) Теплопроизводительность: N[17.58];  (Сплит система) Площадь помещения: N[161];  (Рабочий ток) Охлаждение: S[10.68];  (Потребляемая мощность) Охлаждение: N[6.176];  (Рабочий ток) Обогрев: S[9.19];  (Потребляемая мощность) Обогрев: S[5476];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[3300];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1200 x 300 x 874];  (Внутренний блок) Упаковка (Ш x Г x В): S[1405 x 355 x 915];  (Внутренний блок) Масса (нетто / брутто): S[46 / 52.9];  (Внутренний блок) Уровень шума мин. / макс.: S[44.4/46.9/51.7];  (Наружный блок) Марка компрессора: S[Panasonic];  (Наружный блок) Размеры (Ш x Г x В): S[900 x 1170 x 350];  (Наружный блок) Упаковка (Ш x Г x В): S[1032 x 1307 x 443];  (Наружный блок) Масса (нетто / брутто): S[99.7 / 111.2];  (Наружный блок) Максимальный уровень шума: N[63.3];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -25 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[5.28];  (Сплит система) Теплопроизводительность: N[5.57];  (Сплит система) Площадь помещения: N[53];  (Рабочий ток) Охлаждение: S[7.2];  (Потребляемая мощность) Охлаждение: N[1.634];  (Рабочий ток) Обогрев: S[6.8];  (Потребляемая мощность) Обогрев: S[1.539];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[1150];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 260 x 570];  (Внутренний блок) Упаковка (Ш x Г x В): S[662 x 317 x 662];  (Внутренний блок) Масса (нетто / брутто): S[16 / 20.6];  (Внутренний блок) Уровень шума мин. / макс.: S[39/44/45.4];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[805 x 554 x 330];  (Наружный блок) Упаковка (Ш x Г x В): S[915 x 615 x 370];  (Наружный блок) Масса (нетто / брутто): S[32.5 / 35.2];  (Наружный блок) Максимальный уровень шума: N[59];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -15 до +50];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[7.03];  (Сплит система) Теплопроизводительность: N[7.62];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[10.2];  (Потребляемая мощность) Охлаждение: N[2.32];  (Рабочий ток) Обогрев: S[8.5];  (Потребляемая мощность) Обогрев: S[1.9];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[1500];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[830 x 205 x 830];  (Внутренний блок) Упаковка (Ш x Г x В): S[910 x 250 x 910];  (Внутренний блок) Масса (нетто / брутто): S[21.6 / 25.4];  (Внутренний блок) Уровень шума мин. / макс.: S[42/47.5/50];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[590 x 673 x 342];  (Наружный блок) Упаковка (Ш x Г x В): S[995 x 740 x 398];  (Наружный блок) Масса (нетто / брутто): S[43.9 / 46.9];  (Наружный блок) Максимальный уровень шума: N[60];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[15.88];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[25];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -15 до +50];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[10.55];  (Сплит система) Теплопроизводительность: N[11.14];  (Сплит система) Площадь помещения: N[106];  (Рабочий ток) Охлаждение: S[6.37];  (Потребляемая мощность) Охлаждение: N[3.505];  (Рабочий ток) Обогрев: S[6.02];  (Потребляемая мощность) Обогрев: S[3267];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[2850];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[830 x 245 x 930];  (Внутренний блок) Упаковка (Ш x Г x В): S[910 x 290 x 910];  (Внутренний блок) Масса (нетто / брутто): S[26.3 / 30.5];  (Внутренний блок) Уровень шума мин. / макс.: S[45/48/52];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[946 x 810 x 410];  (Наружный блок) Упаковка (Ш x Г x В): S[1090 x 875 x 500];  (Наружный блок) Масса (нетто / брутто): S[72.7 / 77.1];  (Наружный блок) Максимальный уровень шума: N[62.5];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -25 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[14.07];  (Сплит система) Теплопроизводительность: N[15.24];  (Сплит система) Площадь помещения: N[141];  (Рабочий ток) Охлаждение: S[9.2];  (Потребляемая мощность) Охлаждение: N[5.191];  (Рабочий ток) Обогрев: S[8.34];  (Потребляемая мощность) Обогрев: S[4675];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[3300];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[830 x 245 x 930];  (Внутренний блок) Упаковка (Ш x Г x В): S[910 x 290 x 910];  (Внутренний блок) Масса (нетто / брутто): S[28.7 / 32.9];  (Внутренний блок) Уровень шума мин. / макс.: S[47/50/54];  (Наружный блок) Марка компрессора: S[Panasonic];  (Наружный блок) Размеры (Ш x Г x В): S[900 x 1170 x 350];  (Наружный блок) Упаковка (Ш x Г x В): S[1032 x 1307 x 443];  (Наружный блок) Масса (нетто / брутто): S[98.6 / 109.3];  (Наружный блок) Максимальный уровень шума: N[62];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -25 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[15.94];  (Сплит система) Теплопроизводительность: N[17.88];  (Сплит система) Площадь помещения: N[159];  (Рабочий ток) Охлаждение: S[10.78];  (Потребляемая мощность) Охлаждение: N[6.107];  (Рабочий ток) Обогрев: S[9.85];  (Потребляемая мощность) Обогрев: S[5.57];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[3300];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[830 x 287 x 830];  (Внутренний блок) Упаковка (Ш x Г x В): S[910 x 330 x 910];  (Внутренний блок) Масса (нетто / брутто): S[30.9 / 35.1];  (Внутренний блок) Уровень шума мин. / макс.: S[47/50/53];  (Наружный блок) Марка компрессора: S[Panasonic];  (Наружный блок) Размеры (Ш x Г x В): S[900 x 1170 x 350];  (Наружный блок) Упаковка (Ш x Г x В): S[1032 x 1307 x 443];  (Наружный блок) Масса (нетто / брутто): S[99.7 / 111.2];  (Наружный блок) Максимальный уровень шума: N[61.5];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -25 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[3.52];  (Сплит система) Теплопроизводительность: N[3.81];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[4.45];  (Потребляемая мощность) Охлаждение: N[1.011];  (Рабочий ток) Обогрев: S[4.73];  (Потребляемая мощность) Обогрев: S[1.019];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[710];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 260 x 570];  (Внутренний блок) Упаковка (Ш x Г x В): S[662 x 317 x 662];  (Внутренний блок) Масса (нетто / брутто): S[16.3 / 20.4];  (Внутренний блок) Уровень шума мин. / макс.: S[34.5/37.5/42];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[765 x 555 x 303];  (Наружный блок) Упаковка (Ш x Г x В): S[887 x 610 x 337];  (Наружный блок) Масса (нетто / брутто): S[26.6 / 29];  (Наружный блок) Максимальный уровень шума: N[53.6];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -15 до +50];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Напольно-потолочные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[5.6];  (Сплит система) Теплопроизводительность: N[5.65];  (Сплит система) Площадь помещения: N[56];  (Рабочий ток) Охлаждение: S[8.57];  (Потребляемая мощность) Охлаждение: N[1.931];  (Рабочий ток) Обогрев: S[7.24];  (Потребляемая мощность) Обогрев: S[1.633];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[1500];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1068 x 675 x 235];  (Внутренний блок) Упаковка (Ш x Г x В): S[1145 x 313 x 755];  (Внутренний блок) Масса (нетто / брутто): S[24 / 29];  (Внутренний блок) Уровень шума мин. / макс.: S[42/47/52];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[770 x 555 x 300];  (Наружный блок) Упаковка (Ш x Г x В): S[900 x 615 x 348];  (Наружный блок) Масса (нетто / брутто): S[36.5 / 39.7];  (Наружный блок) Максимальный уровень шума: N[62];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +17 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Напольно-потолочные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[7.03];  (Сплит система) Теплопроизводительность: N[7.91];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[12];  (Потребляемая мощность) Охлаждение: N[2.502];  (Рабочий ток) Обогрев: S[10.75];  (Потребляемая мощность) Обогрев: S[2.32];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[1800];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1068 x 675 x 235];  (Внутренний блок) Упаковка (Ш x Г x В): S[1145 x 318 x 755];  (Внутренний блок) Масса (нетто / брутто): S[24.9 / 30];  (Внутренний блок) Уровень шума мин. / макс.: S[41/45/50];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[890 x 673 x 342];  (Наружный блок) Упаковка (Ш x Г x В): S[995 x 740 x 398];  (Наружный блок) Масса (нетто / брутто): S[52.9 / 55.9];  (Наружный блок) Максимальный уровень шума: N[60];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[15.88];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +17 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Напольно-потолочные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[10.55];  (Сплит система) Теплопроизводительность: N[11.14];  (Сплит система) Площадь помещения: N[106];  (Рабочий ток) Охлаждение: S[5.9];  (Потребляемая мощность) Охлаждение: N[3.505];  (Рабочий ток) Обогрев: S[5.75];  (Потребляемая мощность) Обогрев: S[3.438];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[2850];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1285 x 675 x 235];  (Внутренний блок) Упаковка (Ш x Г x В): S[1360 x 313 x 755];  (Внутренний блок) Масса (нетто / брутто): S[29.9 / 35.5];  (Внутренний блок) Уровень шума мин. / макс.: S[45/48.5/53];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[946 x 810 x 410];  (Наружный блок) Упаковка (Ш x Г x В): S[1090 x 875 x 500];  (Наружный блок) Масса (нетто / брутто): S[74.4 / 78.9];  (Наружный блок) Максимальный уровень шума: N[63];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -25 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Напольно-потолочные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[14.07];  (Сплит система) Теплопроизводительность: N[16.12];  (Сплит система) Площадь помещения: N[141];  (Рабочий ток) Охлаждение: S[8.85];  (Потребляемая мощность) Охлаждение: N[5.192];  (Рабочий ток) Обогрев: S[8.47];  (Потребляемая мощность) Обогрев: S[5.006];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[3300];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1650 x 675 x 235];  (Внутренний блок) Упаковка (Ш x Г x В): S[1725 x 313 x 755];  (Внутренний блок) Масса (нетто / брутто): S[39 / 45];  (Внутренний блок) Уровень шума мин. / макс.: S[48/51/54];  (Наружный блок) Марка компрессора: S[Panasonic];  (Наружный блок) Размеры (Ш x Г x В): S[900 x 1170 x 350];  (Наружный блок) Упаковка (Ш x Г x В): S[1032 x 1307 x 443];  (Наружный блок) Масса (нетто / брутто): S[98.6 / 109.3];  (Наружный блок) Максимальный уровень шума: N[63];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -25 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Напольно-потолочные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[16.12];  (Сплит система) Теплопроизводительность: N[17.58];  (Сплит система) Площадь помещения: N[161];  (Рабочий ток) Охлаждение: S[10.13];  (Потребляемая мощность) Охлаждение: N[6.176];  (Рабочий ток) Обогрев: S[9.6];  (Потребляемая мощность) Обогрев: S[5.8];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[3300];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1650 x 675 x 235];  (Внутренний блок) Упаковка (Ш x Г x В): S[1725 x 313 x 755];  (Внутренний блок) Масса (нетто / брутто): S[39 / 45];  (Внутренний блок) Уровень шума мин. / макс.: S[48/50.6/54.5];  (Наружный блок) Марка компрессора: S[Panasonic];  (Наружный блок) Размеры (Ш x Г x В): S[900 x 1170 x 350];  (Наружный блок) Упаковка (Ш x Г x В): S[1032 x 1307 x 443];  (Наружный блок) Масса (нетто / брутто): S[99.7 / 111.2];  (Наружный блок) Максимальный уровень шума: N[63.3];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -25 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Колонные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[14.15];  (Сплит система) Теплопроизводительность: N[15.3];  (Сплит система) Площадь помещения: N[142];  (Рабочий ток) Охлаждение: S[9.45];  (Потребляемая мощность) Охлаждение: N[5.04];  (Рабочий ток) Обогрев: S[10.55];  (Потребляемая мощность) Обогрев: S[5.41];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[3300];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[580 x 1925 x 400];  (Внутренний блок) Упаковка (Ш x Г x В): S[690 x 2100 x 565];  (Внутренний блок) Масса (нетто / брутто): S[54 / 66];  (Внутренний блок) Уровень шума мин. / макс.: S[49/53/57];  (Наружный блок) Марка компрессора: S[Panasonic];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 1320 x 340];  (Наружный блок) Упаковка (Ш x Г x В): S[1070 x 1435 x 450];  (Наружный блок) Масса (нетто / брутто): S[101 / 112];  (Наружный блок) Максимальный уровень шума: N[58];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +49];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +30]"
"Производитель: E[ROYAL Clima];  Тип: S[Колонные];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[17];  (Сплит система) Теплопроизводительность: N[17.5];  (Сплит система) Площадь помещения: N[170];  (Рабочий ток) Охлаждение: S[11.05];  (Потребляемая мощность) Охлаждение: N[6.05];  (Рабочий ток) Обогрев: S[11.8];  (Потребляемая мощность) Обогрев: S[6.21];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[3600];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[580 x 1925 x 400];  (Внутренний блок) Упаковка (Ш x Г x В): S[690 x 2100 x 565];  (Внутренний блок) Масса (нетто / брутто): S[54 / 66];  (Внутренний блок) Уровень шума мин. / макс.: S[53/57/59];  (Наружный блок) Марка компрессора: S[Panasonic];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 1320 x 340];  (Наружный блок) Упаковка (Ш x Г x В): S[1070 x 1435 x 450];  (Наружный блок) Масса (нетто / брутто): S[102 / 113];  (Наружный блок) Максимальный уровень шума: N[58];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[19.05];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +49];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +30]"
