"Производитель: E[Axioma];  Тип: S[Мульти сплит система];  (Сплит система) Холодопроизводительность: N[4.1];  (Сплит система) Площадь помещения: N[40];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[4.31];  (Потребляемая мощность) Охлаждение: N[1.25];  (Потребляемая мощность) Обогрев: S[1.16];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[853x349x602];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[31];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Канальные];  (Сплит система) Холодопроизводительность: N[44];  (Сплит система) Площадь помещения: N[440];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[47];  (Потребляемая мощность) Охлаждение: N[16.3];  (Потребляемая мощность) Обогрев: S[15.7];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1828x858x668];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[18.8 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[63];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[1250x765x1615];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[288];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[16];  (Соединительные трубы) Газовая линия : N[32];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Канальные];  (Сплит система) Холодопроизводительность: N[56.3];  (Сплит система) Площадь помещения: N[550];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[58.6];  (Потребляемая мощность) Охлаждение: N[22];  (Потребляемая мощность) Обогрев: S[19.3];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1828x858x668];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[23.5 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[65];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[1390x765x1615];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[320];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[16];  (Соединительные трубы) Газовая линия : N[32];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[10.6];  (Сплит система) Площадь помещения: N[100];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[11.1];  (Потребляемая мощность) Охлаждение: N[3.75];  (Потребляемая мощность) Обогрев: S[3.09];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x245];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.5 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[52/48/45];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[946x410x810];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[78];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[13.4];  (Сплит система) Площадь помещения: N[140];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[14.7];  (Потребляемая мощность) Охлаждение: N[4.57];  (Потребляемая мощность) Обогрев: S[4.17];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x245];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.7 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[52/49/46];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[946x410x810];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[86];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[25];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[16.1];  (Сплит система) Площадь помещения: N[165];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[17];  (Потребляемая мощность) Охлаждение: N[5.74];  (Потребляемая мощность) Обогрев: S[4.98];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x284];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.9 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[53/48/44];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[952x410x1333];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[107];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[25];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[7];  (Сплит система) Площадь помещения: N[70];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[7.6];  (Потребляемая мощность) Охлаждение: N[2.42];  (Потребляемая мощность) Обогрев: S[2.23];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x205];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.2 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[51/45/38];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[845x363x702];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[46];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[15.9];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[11.14];  (Сплит система) Площадь помещения: N[100];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[11.87];  (Потребляемая мощность) Охлаждение: N[3.9];  (Потребляемая мощность) Обогрев: S[3.3];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[830x830x245];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.72 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[49.5/47.0/44.5];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[946x410x810];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[77.9];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[15.9];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[13.39];  (Сплит система) Площадь помещения: N[140];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[15.53];  (Потребляемая мощность) Охлаждение: N[5.4];  (Потребляемая мощность) Обогрев: S[5.1];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[830x830x245];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.88 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[53.5/51.5/48];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[946x410x810];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[86.7];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[15.9];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[16.12];  (Сплит система) Площадь помещения: N[165];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[17.58];  (Потребляемая мощность) Охлаждение: N[6.7];  (Потребляемая мощность) Обогрев: S[5.3];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[830x830x287];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[3.07 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[54.5/52/49.5];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[952x415x1333];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[107.1];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[15.9];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[7.47];  (Сплит система) Площадь помещения: N[70];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[7.91];  (Потребляемая мощность) Охлаждение: N[2.55];  (Потребляемая мощность) Обогрев: S[2.1];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[830x830x205];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.16 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[45/43/40];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[890x342x673];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[44];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[15.9];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[14.1];  (Сплит система) Площадь помещения: N[140];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[15.2];  (Потребляемая мощность) Охлаждение: N[5.19];  (Потребляемая мощность) Обогрев: S[4.76];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x245];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.7 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[53/48/44];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[900x340x1167];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[96.5];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19.1];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[25];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[14.07];  (Сплит система) Площадь помещения: N[140];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[15.24];  (Потребляемая мощность) Охлаждение: N[5.19];  (Потребляемая мощность) Обогрев: S[4.76];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x245];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.7 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[54/48/45];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[900x350x1170];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[98.6];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19.1];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[14.1];  (Сплит система) Площадь помещения: N[140];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[15.2];  (Потребляемая мощность) Охлаждение: N[5.19];  (Потребляемая мощность) Обогрев: S[4.76];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x245];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.7 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[54/48/45];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[900x350x1170];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[98.6];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19.1];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[16.1];  (Сплит система) Площадь помещения: N[165];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[17.9];  (Потребляемая мощность) Охлаждение: N[6.27];  (Потребляемая мощность) Обогрев: S[5.84];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x287];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.9 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[53/48/44];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[900x340x1167];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[98];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19.1];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[25];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[16.12];  (Сплит система) Площадь помещения: N[170];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[17.88];  (Потребляемая мощность) Охлаждение: N[6.27];  (Потребляемая мощность) Обогрев: S[5.84];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x287];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.9 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[53/47/46];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[900x350x1170];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[99.7];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19.1];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[16.1];  (Сплит система) Площадь помещения: N[170];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[17.9];  (Потребляемая мощность) Охлаждение: N[6.27];  (Потребляемая мощность) Обогрев: S[5.84];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x287];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.9 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[53/47/46];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[900x350x1170];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[98.6];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19.1];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[10.55];  (Сплит система) Площадь помещения: N[100];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[10.55];  (Потребляемая мощность) Охлаждение: N[3.6];  (Потребляемая мощность) Обогрев: S[3.65];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x245];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.49 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[52/48/45];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[946x410x810];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[77.1];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19.1];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Kentatsu];  Тип: S[Кассетные];  (Сплит система) Холодопроизводительность: N[10.6];  (Сплит система) Площадь помещения: N[100];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[10.6];  (Потребляемая мощность) Охлаждение: N[3.6];  (Потребляемая мощность) Обогрев: S[3.65];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3 / 380 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840x840x205];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[2.49 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[52/48/45];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[946x410x810];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[77.1];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[9.5];  (Соединительные трубы) Газовая линия : N[19.1];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
