"Производитель: E[Axioma];  Тип: S[Мультисистема];  (Сплит система) Холодопроизводительность: N[4.85];  (Сплит система) Площадь помещения: N[40];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[5.2];  (Потребляемая мощность) Охлаждение: N[1.56];  (Потребляемая мощность) Обогрев: S[1.56];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[853*349*602];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.25];  (Сплит система) Площадь помещения: N[20];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[2.35];  (Потребляемая мощность) Охлаждение: N[0.7];  (Потребляемая мощность) Обогрев: S[0.65];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[708*185*260];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.69 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[40/33/25];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[22.5];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.85];  (Сплит система) Площадь помещения: N[20];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[2.9];  (Потребляемая мощность) Охлаждение: N[1.1];  (Потребляемая мощность) Обогрев: S[1.3];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[708*185*260];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.7 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[39/33/22];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[21];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[2.6];  (Потребляемая мощность) Охлаждение: N[0.78];  (Потребляемая мощность) Обогрев: S[0.72];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[708*185*260];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.69 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[40/33/25];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[25.2];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.25];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[3.7];  (Потребляемая мощность) Охлаждение: N[1.3];  (Потребляемая мощность) Обогрев: S[1.5];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[708*185*260];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.7 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[38/32/21];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[24.5];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.25];  (Сплит система) Площадь помещения: N[35];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[3.4];  (Потребляемая мощность) Охлаждение: N[1.01];  (Потребляемая мощность) Обогрев: S[0.94];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[783*185*260];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.8 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[42/35/29];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[28];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.6];  (Сплит система) Площадь помещения: N[35];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[4];  (Потребляемая мощность) Охлаждение: N[1.3];  (Потребляемая мощность) Обогрев: S[1.5];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[783*185*260];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.8 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[41/33/24];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[25];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[5.1];  (Сплит система) Площадь помещения: N[50];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[5.05];  (Потребляемая мощность) Охлаждение: N[1.59];  (Потребляемая мощность) Обогрев: S[1.38];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[943*246*333];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[49/41/35];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[32];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[5.4];  (Сплит система) Площадь помещения: N[50];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[5.8];  (Потребляемая мощность) Охлаждение: N[1.9];  (Потребляемая мощность) Обогрев: S[1.9];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[943*246*333];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[1.3 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[47/41/28];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[27.5];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[6.16];  (Сплит система) Площадь помещения: N[70];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[6.7];  (Потребляемая мощность) Охлаждение: N[1.92];  (Потребляемая мощность) Обогрев: S[1.86];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[943*246*333];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[1.31 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[48/42/36];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[43];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[6.9];  (Сплит система) Площадь помещения: N[70];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[7.91];  (Потребляемая мощность) Охлаждение: N[2.3];  (Потребляемая мощность) Обогрев: S[2.3];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[943*246*333];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[1.35 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[50/42/32];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[36.5];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.6];  (Сплит система) Площадь помещения: N[20];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[2.8];  (Потребляемая мощность) Охлаждение: N[0.95];  (Потребляемая мощность) Обогрев: S[1];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[819*185*254];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.85 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[40 / 31 / 24];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[21.5];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.4];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[3.5];  (Потребляемая мощность) Охлаждение: N[1.35];  (Потребляемая мощность) Обогрев: S[1.45];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[819*185*254];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.88 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[40 / 35 / 28];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[26];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.6];  (Сплит система) Площадь помещения: N[35];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[3.8];  (Потребляемая мощность) Охлаждение: N[1.4];  (Потребляемая мощность) Обогрев: S[1.5];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[819*185*254];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.85 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[41 / 35 / 26];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[31];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[5.2];  (Сплит система) Площадь помещения: N[50];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[5.3];  (Потребляемая мощность) Охлаждение: N[1.86];  (Потребляемая мощность) Обогрев: S[1.68];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[1017*221*304];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[1.35 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[45 / 37 / 33];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[33];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[6.3];  (Сплит система) Площадь помещения: N[60];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[6.8];  (Потребляемая мощность) Охлаждение: N[2.2];  (Потребляемая мощность) Обогрев: S[2.43];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[1017*221*304];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[1.4 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[47 / 39 / 34];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[46];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[15.9];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.96];  (Сплит система) Площадь помещения: N[20];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[3.4];  (Потребляемая мощность) Охлаждение: N[0.98];  (Потребляемая мощность) Обогрев: S[1.23];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[744*185*254];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.77 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[40/38/33/24];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[20.8];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.4];  (Соединительные трубы) Газовая линия : N[9.5];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.37];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[3.78];  (Потребляемая мощность) Охлаждение: N[1.15];  (Потребляемая мощность) Обогрев: S[1.32];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[744*185*254];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.77 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[40/38/33/24];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[21];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.4];  (Соединительные трубы) Газовая линия : N[9.5];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Daikin];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.7];  (Сплит система) Площадь помещения: N[35];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[4];  (Потребляемая мощность) Охлаждение: N[1.4];  (Потребляемая мощность) Обогрев: S[1.55];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[819*185*254];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[0.83 / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[41/37/33/26];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[26.5];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.4];  (Соединительные трубы) Газовая линия : N[9.5];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
