"Производитель: E[BALLU];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[3];  (Сплит система) Теплопроизводительность: N[3];  (Сплит система) Площадь помещения: N[27];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.905];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.74];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[780 x 212 x 270];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[8];  (Внутренний блок) Уровень шума мин. / макс.: S[21];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[660 x 240 x 482];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[22];  (Наружный блок) Максимальный уровень шума: N[53];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[5];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[5.4];  (Сплит система) Теплопроизводительность: N[5.8];  (Сплит система) Площадь помещения: N[55];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1000 x 235 x 690];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[29];  (Внутренний блок) Уровень шума мин. / макс.: S[32];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[800 x 315 x 545];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[42];  (Наружный блок) Максимальный уровень шума: N[55];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[10.6];  (Сплит система) Теплопроизводительность: N[11.7];  (Сплит система) Площадь помещения: N[105];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1280 x 235 x 690];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[36];  (Внутренний блок) Уровень шума мин. / макс.: S[42];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[970 x 395 x 805];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[65];  (Наружный блок) Максимальный уровень шума: N[60];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[6];  (Сплит система) Теплопроизводительность: N[7.2];  (Сплит система) Площадь помещения: N[55];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.00163];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.00173];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1000 x 235 x 690];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[28];  (Внутренний блок) Уровень шума мин. / макс.: S[33];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[800 x 315 x 545];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[37];  (Наружный блок) Максимальный уровень шума: N[55];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[8.2];  (Сплит система) Теплопроизводительность: N[9.3];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.00225];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.0021];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1280 x 235 x 690];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[34];  (Внутренний блок) Уровень шума мин. / макс.: S[35];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[900 x 350 x 700];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[51];  (Наружный блок) Максимальный уровень шума: N[58];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[25];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[13];  (Сплит система) Теплопроизводительность: N[13.5];  (Сплит система) Площадь помещения: N[105];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.0034];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.00345];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1600 x 235 x 690];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[41];  (Внутренний блок) Уровень шума мин. / макс.: S[42];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[970 x 395 x 805];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[72];  (Наружный блок) Максимальный уровень шума: N[57];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[65];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[14.5];  (Сплит система) Теплопроизводительность: N[17];  (Сплит система) Площадь помещения: N[140];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.0053];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.0055];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1600 x 235 x 690];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[41];  (Внутренний блок) Уровень шума мин. / макс.: S[43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 370 x 1325];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[92];  (Наружный блок) Максимальный уровень шума: N[60];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[65];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[17.5];  (Сплит система) Теплопроизводительность: N[18.5];  (Сплит система) Площадь помещения: N[160];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.00611];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.0059];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1600 x 235 x 690];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[41];  (Внутренний блок) Уровень шума мин. / макс.: S[43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 370 x 1325];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[92];  (Наружный блок) Максимальный уровень шума: N[60];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[65];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[7.03];  (Сплит система) Теплопроизводительность: N[7.2];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[835 x 835 x 250];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[27];  (Внутренний блок) Уровень шума мин. / макс.: S[39];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[825 x 310 x 655];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[48];  (Наружный блок) Максимальный уровень шума: N[57];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[10.6];  (Сплит система) Теплопроизводительность: N[11.7];  (Сплит система) Площадь помещения: N[105];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[835 x 835 x 250];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[28];  (Внутренний блок) Уровень шума мин. / макс.: S[39];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[970 x 395 x 805];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[64];  (Наружный блок) Максимальный уровень шума: N[58];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[14.07];  (Сплит система) Теплопроизводительность: N[15.24];  (Сплит система) Площадь помещения: N[140];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[835 x 835 x 290];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[28];  (Внутренний блок) Уровень шума мин. / макс.: S[47];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 370 x 1325];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[95];  (Наружный блок) Максимальный уровень шума: N[58];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[3.52];  (Сплит система) Теплопроизводительность: N[3.81];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 570 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[17];  (Внутренний блок) Уровень шума мин. / макс.: S[46];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[730 x 285 x 545];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[34];  (Наружный блок) Максимальный уровень шума: N[53];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[5.28];  (Сплит система) Теплопроизводительность: N[5.6];  (Сплит система) Площадь помещения: N[55];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 570 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[17];  (Внутренний блок) Уровень шума мин. / макс.: S[46];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[800 x 315 x 545];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[36];  (Наружный блок) Максимальный уровень шума: N[55];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[16.12];  (Сплит система) Теплопроизводительность: N[17.6];  (Сплит система) Площадь помещения: N[160];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[835 x 835 x 290];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[28];  (Внутренний блок) Уровень шума мин. / макс.: S[47];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 370 x 1325];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[99];  (Наружный блок) Максимальный уровень шума: N[60];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[16.12];  (Сплит система) Теплопроизводительность: N[17.58];  (Сплит система) Площадь помещения: N[160];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1250 x 735 x 320];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[50];  (Внутренний блок) Уровень шума мин. / макс.: S[45];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 370 x 1325];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[99];  (Наружный блок) Максимальный уровень шума: N[60];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[10.55];  (Сплит система) Теплопроизводительность: N[11.7];  (Сплит система) Площадь помещения: N[105];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[890 x 735 x 290];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[35];  (Внутренний блок) Уровень шума мин. / макс.: S[43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[970 x 395 x 805];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[64];  (Наружный блок) Максимальный уровень шума: N[58];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[14.07];  (Сплит система) Теплопроизводительность: N[15.24];  (Сплит система) Площадь помещения: N[140];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1250 x 735 x 290];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[45];  (Внутренний блок) Уровень шума мин. / макс.: S[44];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 370 x 1325];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[95];  (Наружный блок) Максимальный уровень шума: N[58];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[7.03];  (Сплит система) Теплопроизводительность: N[7.4];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[890 x 735 x 290];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[33];  (Внутренний блок) Уровень шума мин. / макс.: S[42];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[825 x 310 x 655];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[48];  (Наружный блок) Максимальный уровень шума: N[57];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[BALLU MACHINE];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[5.28];  (Сплит система) Теплопроизводительность: N[5.6];  (Сплит система) Площадь помещения: N[55];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[890 x 735 x 290];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[32];  (Внутренний блок) Уровень шума мин. / макс.: S[32];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[800 x 315 x 545];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[36];  (Наружный блок) Максимальный уровень шума: N[55];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
