"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[3.52];  (Сплит система) Теплопроизводительность: N[3.66];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.095];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.014];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[845 x 209 x 289];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[10.5];  (Внутренний блок) Уровень шума мин. / макс.: S[27];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[848 x 320 x 596];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[34];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[13.4];  (Сплит система) Теплопроизводительность: N[15.5];  (Сплит система) Площадь помещения: N[145];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.0047];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.00445];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1400 x 700 x 300];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[38];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 460 x 820];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[56];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[75];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Мобильный];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[7.3];  (Сплит система) Теплопроизводительность: N[7.7];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1200 x 235 x 665];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[41];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[892 x 340 x 698];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[53];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[14.6];  (Сплит система) Теплопроизводительность: N[16.3];  (Сплит система) Площадь помещения: N[145];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1400 x 700 x 300];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[37];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 460 x 820];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[58];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[7];  (Сплит система) Теплопроизводительность: N[8];  (Сплит система) Площадь помещения: N[75];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.0021];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.00225];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1300 x 450 x 220];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[36];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[892 x 340 x 698];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[50];  (Соединительные трубы) Максимальный перепад высот: S[25];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[10];  (Сплит система) Теплопроизводительность: N[12];  (Сплит система) Площадь помещения: N[105];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.0032];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.0034];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1000 x 700 x 300];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[40];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 460 x 820];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[55];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[65];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[4.8];  (Сплит система) Теплопроизводительность: N[5];  (Сплит система) Площадь помещения: N[55];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[700 x 570 x 265];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[35];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[761 x 256 x 548];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[51];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Мобильный];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[5];  (Сплит система) Теплопроизводительность: N[5.2];  (Сплит система) Площадь помещения: N[55];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[870 x 235 x 665];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[33];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[761 x 256 x 548];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[51];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[7];  (Сплит система) Теплопроизводительность: N[7.4];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1300 x 450 x 220];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[28];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[892 x 340 x 698];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[53];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[3.5];  (Сплит система) Теплопроизводительность: N[4];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.00095];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.00105];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[700 x 450 x 200];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[34];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[818 x 302 x 596];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[50];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Мобильный];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[7.1];  (Сплит система) Теплопроизводительность: N[7.7];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[2.03];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.95];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1200 x 235 x 665];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[35];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[889 x 340 x 660];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[55];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[13.4];  (Сплит система) Теплопроизводительность: N[15.5];  (Сплит система) Площадь помещения: N[140];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[4.3];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[4.2];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840 x 840 x 290];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[41];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 370 x 820];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[59];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[75];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[3.5];  (Сплит система) Теплопроизводительность: N[4];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.92];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.93];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 570 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[29];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[675 x 285 x 553];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[48];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Мобильный];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[13.4];  (Сплит система) Теплопроизводительность: N[15.5];  (Сплит система) Площадь помещения: N[140];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[4.3];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[4.2];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1570 x 235 x 665];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 370 x 820];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[59];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[75];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[10];  (Сплит система) Теплопроизводительность: N[11.5];  (Сплит система) Площадь помещения: N[105];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[2.94];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[2.95];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840 x 840 x 240];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[38];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[940 x 370 x 820];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[57];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[75];  (Соединительные трубы) Максимальный перепад высот: S[30];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[5.3];  (Сплит система) Теплопроизводительность: N[5.6];  (Сплит система) Площадь помещения: N[55];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.56];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.44];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 570 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[35];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[745 x 300 x 555];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[7.1];  (Сплит система) Теплопроизводительность: N[7.7];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[2.03];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.95];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[840 x 840 x 200];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[34];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[889 x 340 x 660];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[55];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Мобильный];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[5.3];  (Сплит система) Теплопроизводительность: N[5.6];  (Сплит система) Площадь помещения: N[55];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.56];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.44];  (Рабочий ток) Напряжение / Частота источника питания: S[3/380/50];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[870 x 235 x 665];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[36];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[745 x 300 x 555];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[5.3];  (Сплит система) Теплопроизводительность: N[5.6];  (Сплит система) Площадь помещения: N[55];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.56];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.44];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1000 x 450 x 200];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[31];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[745 x 300 x 555];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[30];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
